product_id,review_cnt,avg_score,low_score_rate,recommend_index
PRODUCT_241519,12,4.916666666666667,0.0,3.2278181405717943
PRODUCT_91741,16,4.75,0.0,3.224964003216865
PRODUCT_186047,16,4.75,0.0,3.224964003216865
PRODUCT_398904,10,5.0,0.0,3.219368581839511
PRODUCT_232598,10,5.0,0.0,3.219368581839511
PRODUCT_200161,19,4.638888888888889,0.0,3.2181641265106418
PRODUCT_446455,14,4.8076923076923075,0.0,3.216261214176817
PRODUCT_270594,52,4.173076923076923,0.07692307692307693,3.2160875740656367
PRODUCT_230609,26,4.576923076923077,0.07692307692307693,3.2156741367243757
PRODUCT_504489,26,4.521739130434782,0.043478260869565216,3.214838016323038
PRODUCT_515137,22,4.545454545454546,0.0,3.2133755375060176
PRODUCT_213394,13,4.833333333333333,0.0,3.208383865551244
PRODUCT_453833,20,4.588235294117647,0.0,3.20747437837585
PRODUCT_397858,16,4.8125,0.0625,3.206214003216865
PRODUCT_511418,14,4.785714285714286,0.0,3.205272203187806
PRODUCT_305640,14,4.785714285714286,0.0,3.205272203187806
PRODUCT_12166,14,4.785714285714286,0.0,3.205272203187806
PRODUCT_340885,14,4.785714285714286,0.0,3.205272203187806
PRODUCT_408854,17,4.666666666666667,0.0,3.200444860702183
PRODUCT_517065,15,4.733333333333333,0.0,3.198443283338601
PRODUCT_279241,11,4.9,0.0,3.1954719949364003
PRODUCT_305918,16,4.6875,0.0,3.193714003216865
PRODUCT_300928,16,4.6875,0.0,3.193714003216865
PRODUCT_498623,23,4.4772727272727275,0.0,3.1920525127407475
PRODUCT_324063,9,5.0,0.0,3.1907755278982135
PRODUCT_306064,9,5.0,0.0,3.1907755278982135
PRODUCT_429682,9,5.0,0.0,3.1907755278982135
PRODUCT_17097,9,5.0,0.0,3.1907755278982135
PRODUCT_4763,9,5.0,0.0,3.1907755278982135
PRODUCT_341052,9,5.0,0.0,3.1907755278982135
PRODUCT_319974,9,5.0,0.0,3.1907755278982135
PRODUCT_100772,9,5.0,0.0,3.1907755278982135
PRODUCT_189182,22,4.5,0.0,3.190648264778745
PRODUCT_30353,17,4.647058823529412,0.0,3.1906409391335555
PRODUCT_394008,17,4.647058823529412,0.0,3.1906409391335555
PRODUCT_62907,15,4.714285714285714,0.0,3.1889194738147917
PRODUCT_24340,13,4.791666666666667,0.0,3.187550532217911
PRODUCT_442042,12,4.833333333333333,0.0,3.1861514739051273
PRODUCT_302838,12,4.833333333333333,0.0,3.1861514739051273
PRODUCT_223740,12,4.833333333333333,0.0,3.1861514739051273
PRODUCT_331366,12,4.833333333333333,0.0,3.1861514739051273
PRODUCT_138826,12,4.833333333333333,0.0,3.1861514739051273
PRODUCT_331097,25,4.48,0.04,3.185428961406445
PRODUCT_224526,12,4.818181818181818,0.0,3.1785757163293704
PRODUCT_289601,20,4.527777777777778,0.0,3.1772456202059156
PRODUCT_381999,13,4.769230769230769,0.0,3.176332583499962
PRODUCT_129618,13,4.769230769230769,0.0,3.176332583499962
PRODUCT_43404,13,4.769230769230769,0.0,3.176332583499962
PRODUCT_244589,13,4.769230769230769,0.0,3.176332583499962
PRODUCT_503377,16,4.75,0.0625,3.174964003216865
PRODUCT_273761,23,4.434782608695652,0.0,3.17080745345221
PRODUCT_204803,14,4.714285714285714,0.0,3.1695579174735204
PRODUCT_516342,14,4.714285714285714,0.0,3.1695579174735204
PRODUCT_177916,14,4.714285714285714,0.0,3.1695579174735204
PRODUCT_463150,10,4.9,0.0,3.169368581839511
PRODUCT_208098,10,4.9,0.0,3.169368581839511
PRODUCT_385707,10,4.9,0.0,3.169368581839511
PRODUCT_92377,10,4.9,0.0,3.169368581839511
PRODUCT_434145,10,4.9,0.0,3.169368581839511
PRODUCT_244852,10,4.9,0.0,3.169368581839511
PRODUCT_355483,13,4.75,0.0,3.1667171988845775
PRODUCT_442115,28,4.37037037037037,0.037037037037037035,3.1657443045514975
PRODUCT_388790,15,4.666666666666667,0.0,3.165109950005268
PRODUCT_183850,15,4.666666666666667,0.0,3.165109950005268
PRODUCT_91068,20,4.5,0.0,3.1633567313170268
PRODUCT_510463,16,4.733333333333333,0.06666666666666667,3.1632973365501984
PRODUCT_71616,19,4.526315789473684,0.0,3.161877576803039
PRODUCT_153876,19,4.526315789473684,0.0,3.161877576803039
PRODUCT_176060,19,4.526315789473684,0.0,3.161877576803039
PRODUCT_195118,17,4.588235294117647,0.0,3.161229174427673
PRODUCT_493334,17,4.588235294117647,0.0,3.161229174427673
PRODUCT_7911,18,4.555555555555555,0.0,3.16110947152771
PRODUCT_39691,8,5.0,0.0,3.159167373200866
PRODUCT_336304,8,5.0,0.0,3.159167373200866
PRODUCT_63843,8,5.0,0.0,3.159167373200866
PRODUCT_521613,8,5.0,0.0,3.159167373200866
PRODUCT_176991,8,5.0,0.0,3.159167373200866
PRODUCT_249646,8,5.0,0.0,3.159167373200866
PRODUCT_28071,8,5.0,0.0,3.159167373200866
PRODUCT_215931,8,5.0,0.0,3.159167373200866
PRODUCT_96642,8,5.0,0.0,3.159167373200866
PRODUCT_405444,8,5.0,0.0,3.159167373200866
PRODUCT_218496,8,5.0,0.0,3.159167373200866
PRODUCT_329322,8,5.0,0.0,3.159167373200866
PRODUCT_504101,8,5.0,0.0,3.159167373200866
PRODUCT_197288,8,5.0,0.0,3.159167373200866
PRODUCT_515183,23,4.478260869565218,0.043478260869565216,3.1577639751913407
PRODUCT_92690,38,4.28125,0.10416666666666666,3.1563601605055607
PRODUCT_464451,20,4.526315789473684,0.02631578947368421,3.1554619944749214
PRODUCT_491154,11,4.818181818181818,0.0,3.1545629040273093
PRODUCT_80196,11,4.818181818181818,0.0,3.1545629040273093
PRODUCT_122906,11,4.818181818181818,0.0,3.1545629040273093
PRODUCT_249493,11,4.818181818181818,0.0,3.1545629040273093
PRODUCT_497243,11,4.818181818181818,0.0,3.1545629040273093
PRODUCT_306737,21,4.45,0.0,3.1523127360074947
PRODUCT_456688,26,4.384615384615385,0.038461538461538464,3.1502895213397606
PRODUCT_77112,23,4.391304347826087,0.0,3.1490683230174272
PRODUCT_388509,20,4.55,0.05,3.1483567313170266
PRODUCT_93793,20,4.55,0.05,3.1483567313170266
PRODUCT_42841,22,4.409090909090909,0.0,3.145193719324199
PRODUCT_38460,12,4.75,0.0,3.1444848072384612
PRODUCT_466198,12,4.75,0.0,3.1444848072384612
PRODUCT_103178,12,4.75,0.0,3.1444848072384612
PRODUCT_365247,12,4.75,0.0,3.1444848072384612
PRODUCT_94270,14,4.653846153846154,0.0,3.1393381372537403
PRODUCT_326892,13,4.6923076923076925,0.0,3.1378710450384237
PRODUCT_82177,13,4.6923076923076925,0.0,3.1378710450384237
PRODUCT_436478,10,4.833333333333333,0.0,3.1360352485061775
PRODUCT_353704,19,4.473684210526316,0.0,3.135561787329355
PRODUCT_81456,9,4.888888888888889,0.0,3.135219972342658
PRODUCT_145796,9,4.888888888888889,0.0,3.135219972342658
PRODUCT_49806,9,4.888888888888889,0.0,3.135219972342658
PRODUCT_299493,9,4.888888888888889,0.0,3.135219972342658
PRODUCT_213360,9,4.888888888888889,0.0,3.135219972342658
PRODUCT_399666,9,4.888888888888889,0.0,3.135219972342658
PRODUCT_401653,9,4.888888888888889,0.0,3.135219972342658
PRODUCT_371489,9,4.888888888888889,0.0,3.135219972342658
PRODUCT_481810,9,4.888888888888889,0.0,3.135219972342658
PRODUCT_15205,9,4.888888888888889,0.0,3.135219972342658
PRODUCT_247221,14,4.642857142857143,0.0,3.133843631759235
PRODUCT_363925,14,4.642857142857143,0.0,3.133843631759235
PRODUCT_348342,14,4.642857142857143,0.0,3.133843631759235
PRODUCT_44736,14,4.642857142857143,0.0,3.133843631759235
PRODUCT_333923,14,4.642857142857143,0.0,3.133843631759235
PRODUCT_129348,14,4.642857142857143,0.0,3.133843631759235
PRODUCT_410576,18,4.5,0.0,3.1333316937499323
PRODUCT_192046,12,4.7272727272727275,0.0,3.1331211708748246
PRODUCT_462347,17,4.529411764705882,0.0,3.1318174097217906
PRODUCT_228351,17,4.529411764705882,0.0,3.1318174097217906
PRODUCT_119152,15,4.6,0.0,3.1317766166719343
PRODUCT_119816,16,4.5625,0.0,3.131214003216865
PRODUCT_148267,16,4.5625,0.0,3.131214003216865
PRODUCT_432833,7,5.0,0.0,3.123832462503951
PRODUCT_318840,7,5.0,0.0,3.123832462503951
PRODUCT_517851,7,5.0,0.0,3.123832462503951
PRODUCT_16022,7,5.0,0.0,3.123832462503951
PRODUCT_15859,7,5.0,0.0,3.123832462503951
PRODUCT_323783,7,5.0,0.0,3.123832462503951
PRODUCT_99485,7,5.0,0.0,3.123832462503951
PRODUCT_491777,7,5.0,0.0,3.123832462503951
PRODUCT_368389,7,5.0,0.0,3.123832462503951
PRODUCT_194752,7,5.0,0.0,3.123832462503951
