user_id,review_cnt,avg_score,low_score_rate,active_days,user_tier
478724,1,2.0,1.0,1,high_risk
478522,1,2.0,1.0,1,high_risk
466,1,2.0,1.0,1,high_risk
467441,1,2.0,1.0,1,high_risk
472593,1,2.0,1.0,1,high_risk
472052,1,2.0,1.0,1,high_risk
472106,1,2.0,1.0,1,high_risk
471488,1,2.0,1.0,1,high_risk
471832,1,2.0,1.0,1,high_risk
46817,1,2.0,1.0,1,high_risk
468222,1,2.0,1.0,1,high_risk
47001,1,2.0,1.0,1,high_risk
842243,1,2.0,1.0,1,high_risk
842005,1,2.0,1.0,1,high_risk
843736,1,2.0,1.0,1,high_risk
843957,1,2.0,1.0,1,high_risk
843189,1,2.0,1.0,1,high_risk
839259,1,2.0,1.0,1,high_risk
839350,1,2.0,1.0,1,high_risk
839538,1,2.0,1.0,1,high_risk
838614,1,2.0,1.0,1,high_risk
838807,1,2.0,1.0,1,high_risk
840880,1,2.0,1.0,1,high_risk
840893,1,2.0,1.0,1,high_risk
850835,1,2.0,1.0,1,high_risk
84944,1,2.0,1.0,1,high_risk
852228,1,2.0,1.0,1,high_risk
851498,1,2.0,1.0,1,high_risk
8452,1,2.0,1.0,1,high_risk
84677,1,2.0,1.0,1,high_risk
