product_id,review_cnt,avg_score,low_score_rate,recommend_index
PRODUCT_100028,1,1.0,1.0,-0.09205584583201643
PRODUCT_101363,1,1.0,1.0,-0.09205584583201643
PRODUCT_101394,1,1.0,1.0,-0.09205584583201643
PRODUCT_101514,1,1.0,1.0,-0.09205584583201643
PRODUCT_101984,1,1.0,1.0,-0.09205584583201643
PRODUCT_102015,1,1.0,1.0,-0.09205584583201643
PRODUCT_102048,1,1.0,1.0,-0.09205584583201643
PRODUCT_102378,1,1.0,1.0,-0.09205584583201643
PRODUCT_102788,1,1.0,1.0,-0.09205584583201643
PRODUCT_103806,1,1.0,1.0,-0.09205584583201643
PRODUCT_104684,1,1.0,1.0,-0.09205584583201643
PRODUCT_105641,1,1.0,1.0,-0.09205584583201643
PRODUCT_105718,1,1.0,1.0,-0.09205584583201643
PRODUCT_10587,1,1.0,1.0,-0.09205584583201643
PRODUCT_105882,1,1.0,1.0,-0.09205584583201643
PRODUCT_106229,1,1.0,1.0,-0.09205584583201643
PRODUCT_106865,1,1.0,1.0,-0.09205584583201643
PRODUCT_107142,1,1.0,1.0,-0.09205584583201643
PRODUCT_107531,1,1.0,1.0,-0.09205584583201643
PRODUCT_107703,1,1.0,1.0,-0.09205584583201643
PRODUCT_107860,1,1.0,1.0,-0.09205584583201643
PRODUCT_107990,1,1.0,1.0,-0.09205584583201643
PRODUCT_108809,1,1.0,1.0,-0.09205584583201643
PRODUCT_110719,1,1.0,1.0,-0.09205584583201643
PRODUCT_111955,1,1.0,1.0,-0.09205584583201643
PRODUCT_112168,1,1.0,1.0,-0.09205584583201643
PRODUCT_1128,1,1.0,1.0,-0.09205584583201643
PRODUCT_113303,1,1.0,1.0,-0.09205584583201643
PRODUCT_113432,1,1.0,1.0,-0.09205584583201643
PRODUCT_113486,1,1.0,1.0,-0.09205584583201643
PRODUCT_113818,1,1.0,1.0,-0.09205584583201643
PRODUCT_115153,1,1.0,1.0,-0.09205584583201643
PRODUCT_115894,1,1.0,1.0,-0.09205584583201643
PRODUCT_116244,1,1.0,1.0,-0.09205584583201643
PRODUCT_117616,1,1.0,1.0,-0.09205584583201643
PRODUCT_118248,1,1.0,1.0,-0.09205584583201643
PRODUCT_118249,1,1.0,1.0,-0.09205584583201643
PRODUCT_118524,1,1.0,1.0,-0.09205584583201643
PRODUCT_119835,1,1.0,1.0,-0.09205584583201643
PRODUCT_119966,1,1.0,1.0,-0.09205584583201643
PRODUCT_120061,1,1.0,1.0,-0.09205584583201643
PRODUCT_12007,1,1.0,1.0,-0.09205584583201643
PRODUCT_120267,1,1.0,1.0,-0.09205584583201643
PRODUCT_120288,1,1.0,1.0,-0.09205584583201643
PRODUCT_120604,1,1.0,1.0,-0.09205584583201643
PRODUCT_120784,1,1.0,1.0,-0.09205584583201643
PRODUCT_123290,1,1.0,1.0,-0.09205584583201643
PRODUCT_123418,1,1.0,1.0,-0.09205584583201643
PRODUCT_124385,1,1.0,1.0,-0.09205584583201643
PRODUCT_124572,1,1.0,1.0,-0.09205584583201643
PRODUCT_124723,1,1.0,1.0,-0.09205584583201643
PRODUCT_12490,1,1.0,1.0,-0.09205584583201643
PRODUCT_12494,1,1.0,1.0,-0.09205584583201643
PRODUCT_125245,1,1.0,1.0,-0.09205584583201643
PRODUCT_125307,1,1.0,1.0,-0.09205584583201643
PRODUCT_125369,1,1.0,1.0,-0.09205584583201643
PRODUCT_125409,1,1.0,1.0,-0.09205584583201643
PRODUCT_125670,1,1.0,1.0,-0.09205584583201643
PRODUCT_12572,1,1.0,1.0,-0.09205584583201643
PRODUCT_127000,1,1.0,1.0,-0.09205584583201643
PRODUCT_127417,1,1.0,1.0,-0.09205584583201643
PRODUCT_127716,1,1.0,1.0,-0.09205584583201643
PRODUCT_12774,1,1.0,1.0,-0.09205584583201643
PRODUCT_12790,1,1.0,1.0,-0.09205584583201643
PRODUCT_130732,1,1.0,1.0,-0.09205584583201643
PRODUCT_130800,1,1.0,1.0,-0.09205584583201643
PRODUCT_131096,1,1.0,1.0,-0.09205584583201643
PRODUCT_131548,1,1.0,1.0,-0.09205584583201643
PRODUCT_131870,1,1.0,1.0,-0.09205584583201643
PRODUCT_132014,1,1.0,1.0,-0.09205584583201643
PRODUCT_132874,1,1.0,1.0,-0.09205584583201643
PRODUCT_132896,1,1.0,1.0,-0.09205584583201643
PRODUCT_133112,1,1.0,1.0,-0.09205584583201643
PRODUCT_13329,1,1.0,1.0,-0.09205584583201643
PRODUCT_134586,1,1.0,1.0,-0.09205584583201643
PRODUCT_134812,1,1.0,1.0,-0.09205584583201643
PRODUCT_135127,1,1.0,1.0,-0.09205584583201643
PRODUCT_135156,1,1.0,1.0,-0.09205584583201643
PRODUCT_136316,1,1.0,1.0,-0.09205584583201643
PRODUCT_136344,1,1.0,1.0,-0.09205584583201643
PRODUCT_136538,1,1.0,1.0,-0.09205584583201643
PRODUCT_136592,1,1.0,1.0,-0.09205584583201643
PRODUCT_136817,1,1.0,1.0,-0.09205584583201643
PRODUCT_136824,1,1.0,1.0,-0.09205584583201643
PRODUCT_136897,1,1.0,1.0,-0.09205584583201643
PRODUCT_136959,1,1.0,1.0,-0.09205584583201643
PRODUCT_137455,1,1.0,1.0,-0.09205584583201643
PRODUCT_137540,1,1.0,1.0,-0.09205584583201643
PRODUCT_137892,1,1.0,1.0,-0.09205584583201643
PRODUCT_138098,1,1.0,1.0,-0.09205584583201643
PRODUCT_139810,1,1.0,1.0,-0.09205584583201643
PRODUCT_14015,1,1.0,1.0,-0.09205584583201643
PRODUCT_141145,1,1.0,1.0,-0.09205584583201643
