product_id,review_cnt,avg_score,low_score_rate,recommend_index
PRODUCT_141432,1,1.0,1.0,-0.09205584583201643
PRODUCT_141638,1,1.0,1.0,-0.09205584583201643
PRODUCT_141661,1,1.0,1.0,-0.09205584583201643
PRODUCT_14170,1,1.0,1.0,-0.09205584583201643
PRODUCT_142607,1,1.0,1.0,-0.09205584583201643
PRODUCT_142671,1,1.0,1.0,-0.09205584583201643
PRODUCT_142828,1,1.0,1.0,-0.09205584583201643
PRODUCT_142937,1,1.0,1.0,-0.09205584583201643
PRODUCT_143153,1,1.0,1.0,-0.09205584583201643
PRODUCT_144017,1,1.0,1.0,-0.09205584583201643
PRODUCT_144857,1,1.0,1.0,-0.09205584583201643
PRODUCT_14663,1,1.0,1.0,-0.09205584583201643
PRODUCT_146641,1,1.0,1.0,-0.09205584583201643
PRODUCT_147699,1,1.0,1.0,-0.09205584583201643
PRODUCT_148061,1,1.0,1.0,-0.09205584583201643
PRODUCT_148137,1,1.0,1.0,-0.09205584583201643
PRODUCT_148547,1,1.0,1.0,-0.09205584583201643
PRODUCT_148808,1,1.0,1.0,-0.09205584583201643
PRODUCT_14920,1,1.0,1.0,-0.09205584583201643
PRODUCT_149387,1,1.0,1.0,-0.09205584583201643
PRODUCT_149399,1,1.0,1.0,-0.09205584583201643
PRODUCT_149781,1,1.0,1.0,-0.09205584583201643
PRODUCT_149979,1,1.0,1.0,-0.09205584583201643
PRODUCT_150011,1,1.0,1.0,-0.09205584583201643
PRODUCT_150095,1,1.0,1.0,-0.09205584583201643
PRODUCT_150177,1,1.0,1.0,-0.09205584583201643
PRODUCT_150680,2,1.0,1.0,0.029583686600432868
PRODUCT_150724,1,1.0,1.0,-0.09205584583201643
PRODUCT_150747,1,1.0,1.0,-0.09205584583201643
PRODUCT_15078,1,1.0,1.0,-0.09205584583201643
PRODUCT_151780,1,1.0,1.0,-0.09205584583201643
PRODUCT_152517,1,1.0,1.0,-0.09205584583201643
PRODUCT_153188,1,1.0,1.0,-0.09205584583201643
PRODUCT_153274,1,1.0,1.0,-0.09205584583201643
PRODUCT_153455,1,1.0,1.0,-0.09205584583201643
PRODUCT_153529,1,1.0,1.0,-0.09205584583201643
PRODUCT_153776,1,1.0,1.0,-0.09205584583201643
PRODUCT_153817,1,1.0,1.0,-0.09205584583201643
PRODUCT_153897,1,1.0,1.0,-0.09205584583201643
PRODUCT_154272,1,1.0,1.0,-0.09205584583201643
PRODUCT_154617,1,1.0,1.0,-0.09205584583201643
PRODUCT_154683,1,1.0,1.0,-0.09205584583201643
PRODUCT_154730,1,1.0,1.0,-0.09205584583201643
PRODUCT_154971,1,1.0,1.0,-0.09205584583201643
PRODUCT_155212,1,1.0,1.0,-0.09205584583201643
PRODUCT_155818,1,1.0,1.0,-0.09205584583201643
PRODUCT_155942,1,1.0,1.0,-0.09205584583201643
PRODUCT_156165,1,1.0,1.0,-0.09205584583201643
PRODUCT_156434,1,1.0,1.0,-0.09205584583201643
PRODUCT_156842,1,1.0,1.0,-0.09205584583201643
PRODUCT_156992,1,1.0,1.0,-0.09205584583201643
PRODUCT_157549,1,1.0,1.0,-0.09205584583201643
PRODUCT_157603,1,1.0,1.0,-0.09205584583201643
PRODUCT_158086,1,1.0,1.0,-0.09205584583201643
PRODUCT_159090,1,1.0,1.0,-0.09205584583201643
PRODUCT_159315,1,1.0,1.0,-0.09205584583201643
PRODUCT_159479,1,1.0,1.0,-0.09205584583201643
PRODUCT_159719,1,1.0,1.0,-0.09205584583201643
PRODUCT_159811,1,1.0,1.0,-0.09205584583201643
PRODUCT_159989,1,1.0,1.0,-0.09205584583201643
PRODUCT_160352,1,1.0,1.0,-0.09205584583201643
PRODUCT_160449,1,1.0,1.0,-0.09205584583201643
PRODUCT_160510,1,1.0,1.0,-0.09205584583201643
PRODUCT_160559,1,1.0,1.0,-0.09205584583201643
PRODUCT_160623,1,1.0,1.0,-0.09205584583201643
PRODUCT_16091,1,1.0,1.0,-0.09205584583201643
PRODUCT_160912,1,1.0,1.0,-0.09205584583201643
PRODUCT_161878,1,1.0,1.0,-0.09205584583201643
PRODUCT_162311,1,1.0,1.0,-0.09205584583201643
PRODUCT_162834,1,1.0,1.0,-0.09205584583201643
PRODUCT_162892,1,1.0,1.0,-0.09205584583201643
PRODUCT_162897,1,1.0,1.0,-0.09205584583201643
PRODUCT_163066,1,1.0,1.0,-0.09205584583201643
PRODUCT_163896,1,1.0,1.0,-0.09205584583201643
PRODUCT_164269,1,1.0,1.0,-0.09205584583201643
PRODUCT_164849,1,1.0,1.0,-0.09205584583201643
PRODUCT_165273,1,1.0,1.0,-0.09205584583201643
PRODUCT_165493,1,1.0,1.0,-0.09205584583201643
PRODUCT_166626,1,1.0,1.0,-0.09205584583201643
PRODUCT_166648,1,1.0,1.0,-0.09205584583201643
PRODUCT_166818,1,1.0,1.0,-0.09205584583201643
PRODUCT_166823,1,1.0,1.0,-0.09205584583201643
PRODUCT_167039,2,1.0,1.0,0.029583686600432868
PRODUCT_167190,1,1.0,1.0,-0.09205584583201643
PRODUCT_167241,1,1.0,1.0,-0.09205584583201643
PRODUCT_16737,1,1.0,1.0,-0.09205584583201643
PRODUCT_167395,1,1.0,1.0,-0.09205584583201643
PRODUCT_167623,1,1.0,1.0,-0.09205584583201643
PRODUCT_168090,1,1.0,1.0,-0.09205584583201643
PRODUCT_169525,1,1.0,1.0,-0.09205584583201643
PRODUCT_170369,1,1.0,1.0,-0.09205584583201643
PRODUCT_170615,1,1.0,1.0,-0.09205584583201643
PRODUCT_171513,1,1.0,1.0,-0.09205584583201643
PRODUCT_171665,1,1.0,1.0,-0.09205584583201643
PRODUCT_171872,1,1.0,1.0,-0.09205584583201643
PRODUCT_171929,1,1.0,1.0,-0.09205584583201643
PRODUCT_172434,1,1.0,1.0,-0.09205584583201643
PRODUCT_172612,1,1.0,1.0,-0.09205584583201643
PRODUCT_172643,1,1.0,1.0,-0.09205584583201643
PRODUCT_172997,1,1.0,1.0,-0.09205584583201643
PRODUCT_173289,1,1.0,1.0,-0.09205584583201643
PRODUCT_173394,1,1.0,1.0,-0.09205584583201643
PRODUCT_174472,1,1.0,1.0,-0.09205584583201643
PRODUCT_175780,1,1.0,1.0,-0.09205584583201643
PRODUCT_176254,1,1.0,1.0,-0.09205584583201643
PRODUCT_17671,1,1.0,1.0,-0.09205584583201643
PRODUCT_177155,2,1.0,1.0,0.029583686600432868
